ID,Type,SKU,Name,Handle,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (g),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Swatches Attributes,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 1 default,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global
6428,variation,medium-gray winter warm track suit for her 479,gray winter warm track suit for her 479 - Medium,,1,0,visible,,,,,taxable,parent,0,,,0,0,,,,,0,,1800,2200,,,,,,,id:6424,,,,,,3,,sizes,Medium,,0,,,,,
6476,variable,,classic Black front button style  (485),,1,0,visible,,"<img class=""alignnone wp-image-4795"" src=""https://essentialscart.pk/wp-content/uploads/2021/06/size-chart-rex-small-less-300x300.jpg"" alt="""" width=""370"" height=""370"" />
\n
\n&nbsp;
\n
\nDress for her
\nFabric: - Soft Cotton Jersey
\nSize: - Medium- Large- XL
\n
\nDelivery 3-5 days
\n
\n&nbsp;
\n
\nCheck out our satisfied customers' reviews
\n
\n&nbsp;
\n
\n1-Satisfied Customer reviews on Instagram
\n
\n<a href=""https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MTcwNzE1MzQwMTA3Mjg0?igshid=jshwjs05fpfw"">https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MTcwNzE1MzQwMTA3Mjg0?igshid=jshwjs05fpfw</a>
\n
\n&nbsp;
\n
\n2-Satisfied Customer reviews on Instagram
\n
\n<a href=""https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMzMzYzNzY3NTgzNTM2?story_media_id=2611283413150367937_31282880262&amp;utm_medium=copy_link"">https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMzMzYzNzY3NTgzNTM2?story_media_id=2611283413150367937_31282880262&amp;utm_medium=copy_link</a>
\n
\n&nbsp;
\n
\n3-satisfied customer reviews on Instagram
\n
\n<a href=""https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMwODM5ODEzNzE2Nzk2?story_media_id=2650257576113287535_31282880262&amp;utm_medium=copy_link"">https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMwODM5ODEzNzE2Nzk2?story_media_id=2650257576113287535_31282880262&amp;utm_medium=copy_link</a>
\n
\n&nbsp;
\n
\n&nbsp;",,,taxable,,0,,,0,0,,,,,1,,,,Clothing,,,"https://essentialscart.pk/wp-content/uploads/2022/01/Untitled-design.png, https://essentialscart.pk/wp-content/uploads/2022/01/172278.jpg, https://essentialscart.pk/wp-content/uploads/2022/01/172276.jpg",,,,,,,,,194,,sizes,"small, Medium, Large, Extra large",1,0,small,,,,
6477,variation,EXTRA LARGE-classic Black front button style (485),classic Black front button style  (485) - Extra large,,1,0,visible,,,,,taxable,parent,0,,,0,0,,,,,0,,,999,,,,,,,id:6476,,,,,,1,,sizes,Extra large,,0,,,,,
6478,variation,large-classic Black front button style (485),classic Black front button style  (485) - Large,,1,0,visible,,,,,taxable,parent,0,,,0,0,,,,,0,,,999,,,,,,,id:6476,,,,,,2,,sizes,Large,,0,,,,,
6479,variation,medium-classic Black front button style (485),classic Black front button style  (485) - Medium,,1,0,visible,,,,,taxable,parent,0,,,0,0,,,,,0,,,999,,,,,,,id:6476,,,,,,3,,sizes,Medium,,0,,,,,
6482,variable,,classic Blue front button style  (486),,1,0,visible,,"<img class=""alignnone wp-image-4795"" src=""https://essentialscart.pk/wp-content/uploads/2021/06/size-chart-rex-small-less-300x300.jpg"" alt="""" width=""370"" height=""370"" />
\n
\n&nbsp;
\n
\nDress for her
\nFabric: - Soft Cotton Jersey
\nSize: - Medium- Large- XL
\n
\nDelivery 3-5 days
\n
\n&nbsp;
\n
\nCheck out our satisfied customers' reviews
\n
\n&nbsp;
\n
\n1-Satisfied Customer reviews on Instagram
\n
\n<a href=""https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MTcwNzE1MzQwMTA3Mjg0?igshid=jshwjs05fpfw"">https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MTcwNzE1MzQwMTA3Mjg0?igshid=jshwjs05fpfw</a>
\n
\n&nbsp;
\n
\n2-Satisfied Customer reviews on Instagram
\n
\n<a href=""https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMzMzYzNzY3NTgzNTM2?story_media_id=2611283413150367937_31282880262&amp;utm_medium=copy_link"">https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMzMzYzNzY3NTgzNTM2?story_media_id=2611283413150367937_31282880262&amp;utm_medium=copy_link</a>
\n
\n&nbsp;
\n
\n3-satisfied customer reviews on Instagram
\n
\n<a href=""https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMwODM5ODEzNzE2Nzk2?story_media_id=2650257576113287535_31282880262&amp;utm_medium=copy_link"">https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMwODM5ODEzNzE2Nzk2?story_media_id=2650257576113287535_31282880262&amp;utm_medium=copy_link</a>
\n
\n&nbsp;
\n
\n&nbsp;",,,taxable,,0,,,0,0,,,,,1,,,,Clothing,,,"https://essentialscart.pk/wp-content/uploads/2022/01/WhatsApp-Image-2022-01-21-at-4.40.56-PM.jpeg, https://essentialscart.pk/wp-content/uploads/2022/01/IMG-20220118-WA0062.jpg, https://essentialscart.pk/wp-content/uploads/2022/01/IMG-20220118-WA0063.jpg",,,,,,,,,195,,sizes,"small, Medium, Large, Extra large",1,0,small,,,,
6483,variation,EXTRA LARGE-classic Blue front button style (486),classic Blue front button style  (486) - Extra large,,1,0,visible,,,,,taxable,parent,0,,,0,0,,,,,0,,,999,,,,,,,id:6482,,,,,,1,,sizes,Extra large,,0,,,,,
6484,variation,large-classic Blue front button style (486),classic Blue front button style  (486) - Large,,1,0,visible,,,,,taxable,parent,0,,,0,0,,,,,0,,,999,,,,,,,id:6482,,,,,,2,,sizes,Large,,0,,,,,
6485,variation,medium-classic Blue front button style (486),classic Blue front button style  (486) - Medium,,1,0,visible,,,,,taxable,parent,0,,,0,0,,,,,0,,,999,,,,,,,id:6482,,,,,,3,,sizes,Medium,,0,,,,,
6518,variable,,The bear and the flower in green (491),,1,0,visible,,"<img class=""alignnone wp-image-4795"" src=""https://essentialscart.pk/wp-content/uploads/2021/06/size-chart-rex-small-less-300x300.jpg"" alt="""" width=""370"" height=""370"" />
\n
\n&nbsp;
\n
\nDress for her
\nFabric: - Soft Cotton Jersey
\nSize: - Medium- Large- XL
\n
\nDelivery 3-5 days
\n
\n&nbsp;
\n
\nCheck out our satisfied customers' reviews
\n
\n&nbsp;
\n
\n1-Satisfied Customer reviews on Instagram
\n
\n<a href=""https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MTcwNzE1MzQwMTA3Mjg0?igshid=jshwjs05fpfw"">https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MTcwNzE1MzQwMTA3Mjg0?igshid=jshwjs05fpfw</a>
\n
\n&nbsp;
\n
\n2-Satisfied Customer reviews on Instagram
\n
\n<a href=""https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMzMzYzNzY3NTgzNTM2?story_media_id=2611283413150367937_31282880262&amp;utm_medium=copy_link"">https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMzMzYzNzY3NTgzNTM2?story_media_id=2611283413150367937_31282880262&amp;utm_medium=copy_link</a>
\n
\n&nbsp;
\n
\n3-satisfied customer reviews on Instagram
\n
\n<a href=""https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMwODM5ODEzNzE2Nzk2?story_media_id=2650257576113287535_31282880262&amp;utm_medium=copy_link"">https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMwODM5ODEzNzE2Nzk2?story_media_id=2650257576113287535_31282880262&amp;utm_medium=copy_link</a>
\n
\n&nbsp;
\n
\n&nbsp;",,,taxable,,0,,,0,0,,,,,1,,,,Clothing,,,https://essentialscart.pk/wp-content/uploads/2022/01/4-1.jpg,,,,,,,,,309,,sizes,"small, Medium, Large, Extra large",1,0,,,,,
6519,variation,EXTRA LARGE- The bear and the flower in green (491),The bear and the flower in green (491) - Extra large,,1,0,visible,,,,,taxable,parent,0,,,0,0,,,,,0,,999,2000,,,,,,,id:6518,,,,,,1,,sizes,Extra large,,0,,,,,
6520,variation,large-The bear and the flower in green (491),The bear and the flower in green (491) - Large,,1,0,visible,,,,,taxable,parent,0,,,0,0,,,,,0,,999,2000,,,,,,,id:6518,,,,,,2,,sizes,Large,,0,,,,,
6521,variation,medium-The bear and the flower in green (491),The bear and the flower in green (491) - Medium,,1,0,visible,,,,,taxable,parent,0,,,0,0,,,,,0,,999,2000,,,,,,,id:6518,,,,,,3,,sizes,Medium,,0,,,,,
6657,variable,,yellow encourage  full sleeves (457) (v2),,1,0,visible,,"<img class=""alignnone wp-image-4795"" src=""https://essentialscart.pk/wp-content/uploads/2021/06/size-chart-rex-small-less-300x300.jpg"" alt="""" width=""370"" height=""370"" />
\n
\n&nbsp;
\n
\nDress for her
\nFabric: - Soft Cotton Jersey
\nSize: - Medium- Large- XL
\n
\nDelivery 3-5 days
\n
\n&nbsp;
\n
\nCheck out our satisfied customers' reviews
\n
\n&nbsp;
\n
\n1-Satisfied Customer reviews on Instagram
\n
\n<a href=""https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MTcwNzE1MzQwMTA3Mjg0?igshid=jshwjs05fpfw"">https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MTcwNzE1MzQwMTA3Mjg0?igshid=jshwjs05fpfw</a>
\n
\n&nbsp;
\n
\n2-Satisfied Customer reviews on Instagram
\n
\n<a href=""https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMzMzYzNzY3NTgzNTM2?story_media_id=2611283413150367937_31282880262&amp;utm_medium=copy_link"">https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMzMzYzNzY3NTgzNTM2?story_media_id=2611283413150367937_31282880262&amp;utm_medium=copy_link</a>
\n
\n&nbsp;
\n
\n3-satisfied customer reviews on Instagram
\n
\n<a href=""https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMwODM5ODEzNzE2Nzk2?story_media_id=2650257576113287535_31282880262&amp;utm_medium=copy_link"">https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMwODM5ODEzNzE2Nzk2?story_media_id=2650257576113287535_31282880262&amp;utm_medium=copy_link</a>
\n
\n&nbsp;
\n
\n&nbsp;",,,taxable,,0,,,0,0,,,,,1,,,,Clothing,,,https://essentialscart.pk/wp-content/uploads/2022/02/WhatsApp-Image-2021-10-20-at-7.52.06-PM-3.jpeg,,,,,,,,,451,,sizes,"small, Medium, Large, Extra large",1,0,,,,,
6658,variation,EXTRA LARGE- yellow encourage full sleeves (457)-1,yellow encourage  full sleeves (457) (v2) - Extra large,,1,0,visible,,,,,taxable,parent,0,,,0,0,,,,,0,,999,2000,,,,,,,id:6657,,,,,,1,,sizes,Extra large,,0,,,,,
6659,variation,large-yellow encourage full sleeves (457)-1,yellow encourage  full sleeves (457) (v2) - Large,,1,0,visible,,,,,taxable,parent,0,,,0,0,,,,,0,,999,2000,,,,,,,id:6657,,,,,,2,,sizes,Large,,0,,,,,
6660,variation,medium-yellow encourage full sleeves (457)-1,yellow encourage  full sleeves (457) (v2) - Medium,,1,0,visible,,,,,taxable,parent,0,,,0,0,,,,,0,,999,2000,,,,,,,id:6657,,,,,,3,,sizes,Medium,,0,,,,,
6662,variable,,yellow mickey full sleeves   (449) (v2),,1,0,visible,,"<img class=""alignnone wp-image-4795"" src=""https://essentialscart.pk/wp-content/uploads/2021/06/size-chart-rex-small-less-300x300.jpg"" alt="""" width=""370"" height=""370"" />
\n
\n&nbsp;
\n
\nDress for her
\nFabric: - Soft Cotton Jersey
\nSize: - Medium- Large- XL
\n
\nDelivery 3-5 days
\n
\n&nbsp;
\n
\nCheck out our satisfied customers' reviews
\n
\n&nbsp;
\n
\n1-Satisfied Customer reviews on Instagram
\n
\n<a href=""https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MTcwNzE1MzQwMTA3Mjg0?igshid=jshwjs05fpfw"">https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MTcwNzE1MzQwMTA3Mjg0?igshid=jshwjs05fpfw</a>
\n
\n&nbsp;
\n
\n2-Satisfied Customer reviews on Instagram
\n
\n<a href=""https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMzMzYzNzY3NTgzNTM2?story_media_id=2611283413150367937_31282880262&amp;utm_medium=copy_link"">https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMzMzYzNzY3NTgzNTM2?story_media_id=2611283413150367937_31282880262&amp;utm_medium=copy_link</a>
\n
\n&nbsp;
\n
\n3-satisfied customer reviews on Instagram
\n
\n<a href=""https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMwODM5ODEzNzE2Nzk2?story_media_id=2650257576113287535_31282880262&amp;utm_medium=copy_link"">https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMwODM5ODEzNzE2Nzk2?story_media_id=2650257576113287535_31282880262&amp;utm_medium=copy_link</a>
\n
\n&nbsp;
\n
\n&nbsp;",,,taxable,,0,,,0,0,,,,,1,,,,Clothing,,,"https://essentialscart.pk/wp-content/uploads/2022/02/WhatsApp-Image-2022-02-24-at-1.37.46-PM-2.jpeg, https://essentialscart.pk/wp-content/uploads/2022/02/WhatsApp-Image-2022-02-24-at-1.37.47-PM-1.jpeg, https://essentialscart.pk/wp-content/uploads/2022/02/WhatsApp-Image-2022-02-24-at-1.37.47-PM.jpeg, https://essentialscart.pk/wp-content/uploads/2022/02/WhatsApp-Image-2022-02-24-at-1.37.46-PM-2.jpeg, https://essentialscart.pk/wp-content/uploads/2022/02/WhatsApp-Image-2022-02-24-at-1.37.46-PM-1.jpeg, https://essentialscart.pk/wp-content/uploads/2022/02/WhatsApp-Image-2022-02-24-at-1.37.46-PM.jpeg, https://essentialscart.pk/wp-content/uploads/2022/02/WhatsApp-Image-2022-02-24-at-1.37.45-PM-3.jpeg, https://essentialscart.pk/wp-content/uploads/2022/02/WhatsApp-Image-2022-02-24-at-1.37.45-PM-2.jpeg, https://essentialscart.pk/wp-content/uploads/2022/02/WhatsApp-Image-2022-02-24-at-1.37.45-PM-1.jpeg, https://essentialscart.pk/wp-content/uploads/2022/02/WhatsApp-Image-2022-02-24-at-1.37.45-PM-4.jpeg, https://essentialscart.pk/wp-content/uploads/2022/02/WhatsApp-Image-2022-02-24-at-1.37.44-PM.jpeg",,,,,,,,,462,,sizes,"small, Medium, Large, Extra large",1,0,,,,,
6663,variation,EXTRA LARGE-yellow mickey full sleeves (449)-1,yellow mickey full sleeves   (449) (v2) - Extra large,,1,0,visible,,,,,taxable,parent,0,,,0,0,,,,,0,,1099,2000,,,,,,,id:6662,,,,,,1,,sizes,Extra large,,0,,,,,
6664,variation,large-yellow mickey full sleeves (449)-1,yellow mickey full sleeves   (449) (v2) - Large,,1,0,visible,,,,,taxable,parent,0,,,0,0,,,,,0,,1099,2000,,,,,,,id:6662,,,,,,2,,sizes,Large,,0,,,,,
6665,variation,medium-yellow mickey full sleeves (449)-1,yellow mickey full sleeves   (449) (v2) - Medium,,1,0,visible,,,,,taxable,parent,0,,,0,0,,,,,0,,1099,2000,,,,,,,id:6662,,,,,,3,,sizes,Medium,,0,,,,,
6677,variable,,black hears in pink full sleeves   (448) (v2),,1,0,visible,,"<img class=""alignnone wp-image-4795"" src=""https://essentialscart.pk/wp-content/uploads/2021/06/size-chart-rex-small-less-300x300.jpg"" alt="""" width=""370"" height=""370"" />
\n
\n&nbsp;
\n
\nDress for her
\nFabric: - Soft Cotton Jersey
\nSize: - Medium- Large- XL
\n
\nDelivery 3-5 days
\n
\n&nbsp;
\n
\nCheck out our satisfied customers' reviews
\n
\n&nbsp;
\n
\n1-Satisfied Customer reviews on Instagram
\n
\n<a href=""https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MTcwNzE1MzQwMTA3Mjg0?igshid=jshwjs05fpfw"">https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MTcwNzE1MzQwMTA3Mjg0?igshid=jshwjs05fpfw</a>
\n
\n&nbsp;
\n
\n2-Satisfied Customer reviews on Instagram
\n
\n<a href=""https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMzMzYzNzY3NTgzNTM2?story_media_id=2611283413150367937_31282880262&amp;utm_medium=copy_link"">https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMzMzYzNzY3NTgzNTM2?story_media_id=2611283413150367937_31282880262&amp;utm_medium=copy_link</a>
\n
\n&nbsp;
\n
\n3-satisfied customer reviews on Instagram
\n
\n<a href=""https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMwODM5ODEzNzE2Nzk2?story_media_id=2650257576113287535_31282880262&amp;utm_medium=copy_link"">https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMwODM5ODEzNzE2Nzk2?story_media_id=2650257576113287535_31282880262&amp;utm_medium=copy_link</a>
\n
\n&nbsp;
\n
\n&nbsp;",,,taxable,,1,,,0,0,,,,,1,,,,Clothing,,,"https://essentialscart.pk/wp-content/uploads/2022/02/WhatsApp-Image-2022-02-24-at-1.42.52-PM-2-1.jpeg, https://essentialscart.pk/wp-content/uploads/2022/02/WhatsApp-Image-2022-02-24-at-1.42.53-PM-1.jpeg, https://essentialscart.pk/wp-content/uploads/2022/02/WhatsApp-Image-2022-02-24-at-1.42.53-PM-2.jpeg, https://essentialscart.pk/wp-content/uploads/2022/02/WhatsApp-Image-2022-02-24-at-1.42.52-PM-3.jpeg, https://essentialscart.pk/wp-content/uploads/2022/02/WhatsApp-Image-2022-02-24-at-1.42.52-PM-2.jpeg, https://essentialscart.pk/wp-content/uploads/2022/02/WhatsApp-Image-2022-02-24-at-1.42.52-PM-1.jpeg, https://essentialscart.pk/wp-content/uploads/2022/02/WhatsApp-Image-2022-02-24-at-1.42.52-PM.jpeg",,,,,,,,,146,,sizes,"small, Medium, Large, Extra large",1,0,,,,,
6678,variation,EXTRA LARGE-black hears in pink full sleeves (448)-1,black hears in pink full sleeves   (448) (v2) - Extra large,,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,1199,2000,,,,,,,id:6677,,,,,,1,,sizes,Extra large,,0,,,,,
6679,variation,large-black hears in pink full sleeves (448)-1,black hears in pink full sleeves   (448) (v2) - Large,,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,1199,2000,,,,,,,id:6677,,,,,,2,,sizes,Large,,0,,,,,
6680,variation,medium-black hears in pink full sleeves (448)-1,black hears in pink full sleeves   (448) (v2) - Medium,,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,1199,2000,,,,,,,id:6677,,,,,,3,,sizes,Medium,,0,,,,,
6688,variable,,gray multi bears full sleeves   (452) (v2),,1,0,visible,,"<img class=""alignnone wp-image-4795"" src=""https://essentialscart.pk/wp-content/uploads/2021/06/size-chart-rex-small-less-300x300.jpg"" alt="""" width=""370"" height=""370"" />
\n
\n&nbsp;
\n
\nDress for her
\nFabric: - Soft Cotton Jersey
\nSize: - Medium- Large- XL
\n
\nDelivery 3-5 days
\n
\n&nbsp;
\n
\nCheck out our satisfied customers' reviews
\n
\n&nbsp;
\n
\n1-Satisfied Customer reviews on Instagram
\n
\n<a href=""https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MTcwNzE1MzQwMTA3Mjg0?igshid=jshwjs05fpfw"">https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MTcwNzE1MzQwMTA3Mjg0?igshid=jshwjs05fpfw</a>
\n
\n&nbsp;
\n
\n2-Satisfied Customer reviews on Instagram
\n
\n<a href=""https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMzMzYzNzY3NTgzNTM2?story_media_id=2611283413150367937_31282880262&amp;utm_medium=copy_link"">https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMzMzYzNzY3NTgzNTM2?story_media_id=2611283413150367937_31282880262&amp;utm_medium=copy_link</a>
\n
\n&nbsp;
\n
\n3-satisfied customer reviews on Instagram
\n
\n<a href=""https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMwODM5ODEzNzE2Nzk2?story_media_id=2650257576113287535_31282880262&amp;utm_medium=copy_link"">https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMwODM5ODEzNzE2Nzk2?story_media_id=2650257576113287535_31282880262&amp;utm_medium=copy_link</a>
\n
\n&nbsp;
\n
\n&nbsp;",,,taxable,,0,,,0,0,,,,,1,,,,Clothing,,,https://essentialscart.pk/wp-content/uploads/2022/02/5.jpeg,,,,,,,,,224,,sizes,"small, Medium, Large, Extra large",1,0,,,,,
6689,variation,EXTRA LARGE-gray multi bears full sleeves (452)-1,gray multi bears full sleeves   (452) (v2) - Extra large,,1,0,visible,,,,,taxable,parent,0,,,0,0,,,,,0,,1099,2000,,,,,,,id:6688,,,,,,1,,sizes,Extra large,,0,,,,,
6690,variation,large-gray multi bears full sleeves (452)-1,gray multi bears full sleeves   (452) (v2) - Large,,1,0,visible,,,,,taxable,parent,0,,,0,0,,,,,0,,1099,2000,,,,,,,id:6688,,,,,,2,,sizes,Large,,0,,,,,
6691,variation,medium-gray multi bears full sleeves (452)-1,gray multi bears full sleeves   (452) (v2) - Medium,,1,0,visible,,,,,taxable,parent,0,,,0,0,,,,,0,,1099,2000,,,,,,,id:6688,,,,,,3,,sizes,Medium,,0,,,,,
6693,variable,,black mewo full sleeves night suit for her (358) (v2),,1,0,visible,,"<img class=""alignnone wp-image-4795"" src=""https://essentialscart.pk/wp-content/uploads/2021/06/size-chart-rex-small-less-300x300.jpg"" alt="""" width=""376"" height=""376"" />
\n
\n&nbsp;
\n
\nDress for her
\nFabric: - Soft Cotton Jersey
\nSize: - Medium- Large- XL
\n
\nDelivery 3-5 days
\n
\n&nbsp;
\n
\nCheck out our satisfied customers' reviews
\n
\n&nbsp;
\n
\n1-Satisfied Customer reviews on Instagram
\n
\n<a href=""https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MTcwNzE1MzQwMTA3Mjg0?igshid=jshwjs05fpfw"">https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MTcwNzE1MzQwMTA3Mjg0?igshid=jshwjs05fpfw</a>
\n
\n&nbsp;
\n
\n2-Satisfied Customer reviews on Instagram
\n
\n<a href=""https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMzMzYzNzY3NTgzNTM2?story_media_id=2611283413150367937_31282880262&amp;utm_medium=copy_link"">https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMzMzYzNzY3NTgzNTM2?story_media_id=2611283413150367937_31282880262&amp;utm_medium=copy_link</a>
\n
\n&nbsp;
\n
\n3-satisfied customer reviews on Instagram
\n
\n<a href=""https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMwODM5ODEzNzE2Nzk2?story_media_id=2650257576113287535_31282880262&amp;utm_medium=copy_link"">https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMwODM5ODEzNzE2Nzk2?story_media_id=2650257576113287535_31282880262&amp;utm_medium=copy_link</a>
\n
\n&nbsp;
\n
\n&nbsp;
\n
\n&nbsp;",,,taxable,,1,,,0,0,,,,,1,,,,Clothing,,,https://essentialscart.pk/wp-content/uploads/2022/02/WhatsApp-Image-2022-02-17-at-1.39.11-PM.jpeg,,,,,,,,,8,,sizes,"small, Medium, Large, Extra large",1,0,,,,,
6694,variation,extra large-black meewo (358)-1,black mewo full sleeves night suit for her (358) (v2) - Extra large,,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,1199,2000,,,,,,,id:6693,,,,,,1,,sizes,Extra large,,0,,,,,
6695,variation,large-black meewo (358)-1,black mewo full sleeves night suit for her (358) (v2) - Large,,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,1199,2000,,,,,,,id:6693,,,,,,2,,sizes,Large,,0,,,,,
6696,variation,medium-black meewo (358)-1,black mewo full sleeves night suit for her (358) (v2) - Medium,,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,1199,2000,,,,,,,id:6693,,,,,,3,,sizes,Medium,,0,,,,,
6711,variable,,mickey star night suit for her (262) (v2),,1,0,visible,,"<img class=""alignnone wp-image-4795"" src=""https://essentialscart.pk/wp-content/uploads/2021/06/size-chart-rex-small-less-300x300.jpg"" alt="""" width=""376"" height=""376"" />
\n
\n&nbsp;
\n
\nDress for her
\nFabric: - Soft Cotton Jersey
\nSize: - Medium- Large- XL
\n
\nDelivery 3-5 days
\n
\n&nbsp;
\n
\nCheck out our satisfied customers' reviews
\n
\n&nbsp;
\n
\n1-Satisfied Customer reviews on Instagram
\n
\n<a href=""https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MTcwNzE1MzQwMTA3Mjg0?igshid=jshwjs05fpfw"">https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MTcwNzE1MzQwMTA3Mjg0?igshid=jshwjs05fpfw</a>
\n
\n&nbsp;
\n
\n2-Satisfied Customer reviews on Instagram
\n
\n<a href=""https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMzMzYzNzY3NTgzNTM2?story_media_id=2611283413150367937_31282880262&amp;utm_medium=copy_link"">https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMzMzYzNzY3NTgzNTM2?story_media_id=2611283413150367937_31282880262&amp;utm_medium=copy_link</a>
\n
\n&nbsp;
\n
\n3-satisfied customer reviews on Instagram
\n
\n<a href=""https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMwODM5ODEzNzE2Nzk2?story_media_id=2650257576113287535_31282880262&amp;utm_medium=copy_link"">https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMwODM5ODEzNzE2Nzk2?story_media_id=2650257576113287535_31282880262&amp;utm_medium=copy_link</a>
\n
\n&nbsp;
\n
\n&nbsp;
\n
\n&nbsp;",,,taxable,,1,,,0,0,,,,,1,,,,Clothing,,,https://essentialscart.pk/wp-content/uploads/2022/02/WhatsApp-Image-2022-08-29-at-6.14.05-PM.jpeg,,,,,,,,,1,,sizes,"small, Medium, Large, Extra large",1,0,,,,,
6712,variation,extra large-(mickey star-262)-1,mickey star night suit for her (262) (v2) - Extra large,,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,1199,2000,,,,,,,id:6711,,,,,,1,,sizes,Extra large,,0,,,,,
6713,variation,large-(mickey star-262)-1,mickey star night suit for her (262) (v2) - Large,,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,1199,2000,,,,,,,id:6711,,,,,,2,,sizes,Large,,0,,,,,
6714,variation,medium-(mickey star-262)-1,mickey star night suit for her (262) (v2) - Medium,,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,1199,2000,,,,,,,id:6711,,,,,,3,,sizes,Medium,,0,,,,,
